,Symbol,Name,Industry,IndustryCode
3242,GGMC,Glenfarne Merger Corp Class A,기타 금융업,556010
3243,LIVE,Live Ventures Inc,기타 금융업,556010
3244,INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
3245,UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
3246,USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
3247,CFBK,CF Bankshares Inc,은행,551010
3248,GGGVU,G3 VRM Acquisition Corp,기타 금융업,556010
3249,OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
3250,EBACU,European Biotech Acquisition Corp,기타 금융업,556010
3251,YMTX,Yumanity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3252,OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
3253,MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
3254,SSBI,Summit State Bank,은행,551010
3255,LJPC,La Jolla Pharmaceutical Co,생명과학 및 메디컬 리서치,562020
3256,LSAQ,Lifesci Acquisition II Corp,기타 금융업,556010
3257,DPRO,Draganfly Inc,우주항공 및 국방,521010
3258,AGFS,AgroFresh Solutions Inc,화학,511010
3259,SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
3260,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3261,ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3262,AACG,ATA Creativity Global ADR,비즈니스교육,631030
3263,GASS,StealthGas Inc,화물 및 물류 서비스,524050
3264,TPST,Tempest Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3265,CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
3266,MKTY,Mechanical Technology Inc,"건설장비 및 대형차, 기차, 배",521020
3267,PPBT,Purple Biotech Ltd ADR,제약,562010
3268,ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
3269,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
3270,GAME,Engine Media Holdings Inc,소프트웨어 및 IT서비스,572010
3271,TRKA,Troika Media Group Inc,미디어 및 출판,533020
3272,LPTX,Leap Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3273,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3274,SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
3275,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3276,ELDN,Eledon Pharmaceuticals Inc,제약,562010
3277,DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
3278,DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
3279,SBET,Sharplink Gaming Ltd,소프트웨어 및 IT서비스,572010
3280,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3281,LWAY,Lifeway Foods Inc,식품 및 담배,541020
3282,PCSA,Processa Pharmaceuticals Inc,제약,562010
3283,OCG,Oriental Culture Holding Ltd,미디어 및 출판,533020
3284,EDUC,Educational Development Corp,미디어 및 출판,533020
3285,DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
3286,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3287,LMAOU,LMF Acquisition Opportunities Inc,기타 금융업,556010
3288,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
3289,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3290,HNRG,Hallador Energy Co,석유,501010
3291,SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
3292,TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3293,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3294,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
3295,SYNL,Synalloy Corp,메탈&마이닝,512010
3296,JAKK,JAKKS Pacific Inc,레저 상품,532050
3297,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3298,AVGR,Avinger Inc,헬스케어 장비 및 용품,561010
3299,AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
3300,FEMY,Femasys Inc,헬스케어 장비 및 용품,561010
3301,ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3302,SMID,Smith-Midland Corp,건축 자재,512020
3303,WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
3304,BBIG,Vinco Ventures Inc,레저 상품,532050
3305,ZGYH,Yunhong International Class A,기타 금융업,556010
3306,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3307,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
3308,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3309,LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
3310,AFBI,Affinity Bancshares Inc,은행,551010
3311,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3312,POLA,Polar Power Inc,"건설장비 및 대형차, 기차, 배",521020
3313,BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
3314,KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
3315,MBRX,Moleculin Biotech Inc,제약,562010
3316,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3317,NEPH,Nephros Inc,전문 및 상업 서비스,522030
3318,LMNL,Liminal BioSciences Inc,생명과학 및 메디컬 리서치,562020
3319,IPWR,Ideal Power Inc,재생에너지,502010
3320,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
3321,HALL,Hallmark Financial Services Inc,보험,553010
3322,LSBK,Lake Shore Bancorp Inc,은행,551010
3323,OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3324,AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
3325,LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
3326,USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
3327,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3328,FBIOP,Fortress Biotech Inc PRF,제약,562010
3329,RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
3330,APM,Aptorum Group Ltd Class A,제약,562010
3331,ONCS,OncoSec Medical Inc,생명과학 및 메디컬 리서치,562020
3332,OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
3333,GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
3334,DGICB,Donegal Group Inc Class B,보험,553010
3335,LACQ,Leisure Acquisition Corp,기타 금융업,556010
3336,VRAR,Glimpse Group Inc,소프트웨어 및 IT서비스,572010
3337,BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
3338,AAME,Atlantic American Corp,보험,553010
3339,TSCBP,TriState Capital Holdings Inc ADR,은행,551010
3340,ENG,ENGlobal Corp,건설 및 엔지니어링,522010
3341,AIRT,Air T Inc,화물 및 물류 서비스,524050
3342,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3343,RCON,Recon Technology Ltd Class A,오일 및 가스 장비 및 서비스,501030
3344,AZYO,Aziyo Biologics Inc Class A,헬스케어 장비 및 용품,561010
3345,MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
3346,MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
3347,ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
3348,LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3349,ZVO,Zovio Inc,교육서비스,631010
3350,ISUN,iSun Inc,건설 및 엔지니어링,522010
3351,JZXN,Jiuzi Holdings Inc,전문품 상점,534030
3352,KINS,Kingstone Companies Inc,보험,553010
3353,DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
3354,VYNT,Vyant Bio Inc,생명과학 및 메디컬 리서치,562020
3355,NICK,Nicholas Financial Inc,은행,551010
3356,FFBW,Ffbw Inc,은행,551010
3357,REPH,Recro Pharma Inc,제약,562010
3358,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3359,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3360,ONTX,Onconova Therapeutics Inc,제약,562010
3361,TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
3362,APVO,Aptevo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3363,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3364,MKD,Molecular Data Inc ADR,전문 및 상업 서비스,522030
3365,NHTC,Natural Health Trends Corp,전문품 상점,534030
3366,LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
3367,TBLT,Toughbuilt Industries Inc,가정용품,532040
3368,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3369,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
3370,ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
3371,ZKIN,ZK International Group Co Ltd,주택건설,532030
3372,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3373,OBLG,Oblong Inc,전자 장비 및 부품,571040
3374,BCTX,Briacell Therapeutics Corp,생명과학 및 메디컬 리서치,562020
3375,CLAYU,Chavant Capital Acquisition Corp,기타 금융업,556010
3376,PAIC,Petra Acquisition Inc,기타 금융업,556010
3377,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3378,BOTJ,Bank of the James,은행,551010
3379,PAICU,Petra Acquisition Inc,기타 금융업,556010
3380,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
3381,DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
3382,PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
3383,MTCR,Metacrine  Inc.,생명과학 및 메디컬 리서치,562020
3384,NERV,Minerva Neurosciences Inc,생명과학 및 메디컬 리서치,562020
3385,EMCF,Emclaire Financial Corp,은행,551010
3386,NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3387,ZGYHU,Yunhong International,기타 금융업,556010
3388,AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
3389,CSCW,Color Star Technology Co Ltd,교육서비스,631010
3390,MRIN,Marin Software Inc,소프트웨어 및 IT서비스,572010
3391,AEMD,Aethlon Medical Inc,헬스케어 장비 및 용품,561010
3392,NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3393,REFR,Research Frontiers Inc,미디어 및 출판,533020
3394,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3395,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
3396,UBCP,United Bancorp Inc,은행,551010
3397,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3398,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3399,FAMI,Farmmi Inc,식품 및 담배,541020
3400,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3401,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3402,GLG,TD Holdings Inc,운송업,524060
3403,GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
3404,VTSI,VirTra Inc,우주항공 및 국방,521010
3405,GECC,Great Elm Capital Corp,다양한 금융서비스,555010
3406,KRKR,36kr Holdings Inc ADR,전문 및 상업 서비스,522030
3407,FLACU,Frazier Lifesciences Acquisition Corp,기타 금융업,556010
3408,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3409,NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3410,GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
3411,EVK,Ever-Glory International Group Inc,섬유 및 의류,532020
3412,MCAD,Mountain Crest Acquisition Corp II,기타 금융업,556010
3413,CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
3414,SLNO,Soleno Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3415,OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
3416,IROQ,IF Bancorp Inc,은행,551010
3417,POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
3418,NURO,NeuroMetrix Inc,헬스케어 장비 및 용품,561010
3419,BLUW,Blue Water Acquisition Corp Class A,기타 금융업,556010
3420,MGYR,Magyar Bancorp Inc,은행,551010
3421,CRWS,Crown Crafts Inc,레저 상품,532050
3422,REED,Reed's Inc,음료,541010
3423,SCPS,Scopus Biopharma Inc,생명과학 및 메디컬 리서치,562020
3424,TCON,TRACON Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3425,GRVI,Grove Inc,제약,562010
3426,DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
3427,GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
3428,IFBD,Infobird Co Ltd,소프트웨어 및 IT서비스,572010
3429,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3430,DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
3431,BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
3432,CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
3433,PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
3434,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3435,SNAX,Stryve Foods Inc Class A,식품 및 담배,541020
3436,FUSB,First US Bancshares Inc,은행,551010
3437,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3438,USAU,US Gold Corp,메탈&마이닝,512010
3439,FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
3440,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3441,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3442,UG,United-Guardian Inc,제약,562010
3443,BWEN,Broadwind Inc,재생에너지,502010
3444,LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
3445,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3446,CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
3447,PRPO,Precipio Inc,헬스케어 장비 및 용품,561010
3448,ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3449,STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
3450,LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
3451,GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
3452,OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3453,ATLCP,Atlanticus Holdings Corp PRF,은행,551010
3454,MAYS,J W Mays Inc,부동산 운영 관리,601010
3455,AEI,Alset Ehome International Inc,건설 및 엔지니어링,522010
3456,RSSS,Research Solutions Inc,전문 및 상업 서비스,522030
3457,VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
3458,SNTG,Sentage Holdings Inc,은행,551010
3459,HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
3460,RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
3461,NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
3462,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3463,ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
3464,VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
3465,CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
3466,OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3467,VBFC,Village Bank and Trust Financial Corp,은행,551010
3468,DCOMP,Dime Community Bancshares Inc PRF,은행,551010
3469,MCAE,Mountain Crest Acquisition Corp III,기타 금융업,556010
3470,ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
3471,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3472,LAAA,Lakeshore Acquisition I Corp,기타 금융업,556010
3473,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3474,JCS,Communications Systems Inc,커뮤니케이션 및 네트워킹,571020
3475,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
3476,FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
3477,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3478,TECTP,Tectonic Financial Inc PRF,은행,551010
3479,ZIONP,Zions Bancorporation NA ADR,은행,551010
3480,DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3481,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3482,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3483,ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3484,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3485,SDH,Global Internet of People Inc,전문 및 상업 서비스,522030
3486,ASRV,Ameriserv Financial Inc,은행,551010
3487,NETE,Net Element Inc,소프트웨어 및 IT서비스,572010
3488,ANY,Sphere 3D Corp,소프트웨어 및 IT서비스,572010
3489,REDU,Rise Education Cayman Ltd ADR,교육서비스,631010
3490,ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3491,PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
3492,PBTS,Powerbridge Technologies Co Ltd,소프트웨어 및 IT서비스,572010
3493,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3494,UTME,Utime Ltd,"컴퓨터, 전화 및 가전제품",571060
3495,GBRG,Goldenbridge Acquisition Ltd,기타 금융업,556010
3496,GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3497,LMRKO,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
3498,CCNC,Code Chain New Continent Ltd,석유,501010
3499,ADXS,Advaxis Inc,생명과학 및 메디컬 리서치,562020
3500,RSLS,ReShape Lifesciences Inc,헬스케어 장비 및 용품,561010
3501,BAOS,Baosheng Media Group Holdings Ltd,미디어 및 출판,533020
3502,QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
3503,UONE,Urban One Inc Class A,미디어 및 출판,533020
3504,OCFCP,OceanFirst Financial Corp ADR,은행,551010
3505,MCAF,Mountain Crest Acquisition Corp IV,기타 금융업,556010
3506,BLUWU,Blue Water Acquisition Corp,기타 금융업,556010
3507,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3508,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3509,VS,Versus Systems Inc,소프트웨어 및 IT서비스,572010
3510,MCADU,Mountain Crest Acquisition Corp II,기타 금융업,556010
3511,VJET,Voxeljet AG ADR,사무기기,571050
3512,LPTH,LightPath Technologies Inc Class A,사무기기,571050
3513,WVVI,Willamette Valley Vineyards Inc,음료,541010
3514,EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
3515,OSTR,Oyster Enterprises Acquisition Corp Class A,기타 금융업,556010
3516,WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
3517,RCRT,Recruiter.Com Group Inc,전문 및 상업 서비스,522030
3518,TIRX,Tian Ruixiang Holdings Ltd Class A,보험,553010
3519,ACBAU,Ace Global Business Acquisition Ltd,기타 금융업,556010
3520,NEON,Neonode Inc,전자 장비 및 부품,571040
3521,BSGA,Blue Safari Group Acquisition Corp Class A,기타 금융업,556010
3522,ALIM,Alimera Sciences Inc,제약,562010
3523,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3524,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3525,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3526,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
3527,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3528,RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명과학 및 메디컬 리서치,562020
3529,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3530,SEED,Origin Agritech Ltd,식품 및 담배,541020
3531,HUGE,FSD Pharma Inc Class B,제약,562010
3532,VENA,Venus Acquisition Corp,기타 금융업,556010
3533,MPACU,Model Performance Acquisition Corp,기타 금융업,556010
3534,ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
3535,KBNT,Kubient Inc,미디어 및 출판,533020
3536,FOXWU,FoxWayne Enterprises Acquisition Corp,기타 금융업,556010
3537,CEMI,Chembio Diagnostics Inc,제약,562010
3538,WKEY,Wisekey International Holding AG ADR,반도체 및 반도체 장비,571010
3539,OBAS,Optibase Ltd,부동산 운영 관리,601010
3540,CCNEP,CNB Financial Corp ADR,은행,551010
3541,TCBC,TC Bancshares Inc,,
3542,IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3543,GPCOU,Golden Path Acquisition Corp Unit,기타 금융업,556010
3544,FSEA,First Seacoast Bancorp,은행,551010
3545,NMTC,Neuroone Medical Technologies Corp,헬스케어 장비 및 용품,561010
3546,BSGAU,Blue Safari Group Acquisition Corp,기타 금융업,556010
3547,HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
3548,IGNYU,Ignyte Acquisition Corp,기타 금융업,556010
3549,CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
3550,KFFB,Kentucky First Federal Bancorp,은행,551010
3551,RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3552,NVCN,Neovasc Inc,헬스케어 장비 및 용품,561010
3553,GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
3554,MCAFU,Mountain Crest Acquisition Corp IV,기타 금융업,556010
3555,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3556,CBLI,Cytocom Inc,생명과학 및 메디컬 리서치,562020
3557,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3558,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
3559,NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
3560,AGBAU,AGBA Acquisition Ltd Unit,기타 금융업,556010
3561,NAOV,Nanovibronix Inc,헬스케어 장비 및 용품,561010
3562,BBI,Brickell Biotech Inc,생명과학 및 메디컬 리서치,562020
3563,TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
3564,GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
3565,WISA,Summit Wireless Technologies Inc,반도체 및 반도체 장비,571010
3566,MPAC,Model Performance Acquisition Corp Class A,기타 금융업,556010
3567,TATT,TAT Technologies Ltd,"컴퓨터, 전화 및 가전제품",571060
3568,MTEX,Mannatech Inc,식품 및 담배,541020
3569,OCUP,Ocuphire Pharma Inc,제약,562010
3570,DOGZ,Dogness International Corp Class A,섬유 및 의류,532020
3571,UPC,Universe Pharmaceuticals Inc,제약,562010
3572,PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
3573,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3574,DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
3575,DILAU,DILA Capital Acquisition Corp,기타 금융업,556010
3576,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3577,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3578,HJLI,Hancock Jaffe Laboratories Inc,헬스케어 장비 및 용품,561010
3579,CLRB,Cellectar Biosciences Inc,제약,562010
3580,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3581,DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3582,ANPC,AnPac Bio-Medical Science Co Ltd ADR,생명과학 및 메디컬 리서치,562020
3583,ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3584,ASTC,Astrotech Corp,우주항공 및 국방,521010
3585,RILYP,B Riley Financial Inc ADR,투자은행 및 서비스,551020
3586,QK,Q&K International Group Ltd ADR,부동산 운영 관리,601010
3587,MBINP,Merchants Bancorp PRF,은행,551010
3588,BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
3589,NUZE,NuZee Inc,식품 및 담배,541020
3590,MDJH,MDJM Ltd,부동산 운영 관리,601010
3591,ASRT,Assertio Holdings Inc,제약,562010
3592,GTIM,Good Times Restaurants Inc,호텔 및 엔터테인먼트,533010
3593,DAIO,Data I/O Corp,소프트웨어 및 IT서비스,572010
3594,LANDM,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
3595,ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
3596,CYTH,Cyclo Therapeutics Inc,제약,562010
3597,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3598,CHNR,China Natural Resources Inc,석유,501010
3599,CRKN,Crown Electrokinetics Corp.,건축 자재,512020
3600,PLIN,China Xiangtai Food Co Ltd,식품 및 담배,541020
3601,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3602,METX,Meten Edtechx Education Group Ltd,교육서비스,631010
3603,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3604,SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
3605,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3606,VIRC,Virco Mfg Corp,전문 및 상업 서비스,522030
3607,GBRGU,Goldenbridge Acquisition Ltd,기타 금융업,556010
3608,ICCH,ICC Holdings Inc,보험,553010
3609,QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3610,ACXP,Acurx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3611,IDRA,Idera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3612,CBMB,CBM Bancorp Inc,은행,551010
3613,BXRX,Baudax Bio Inc,생명과학 및 메디컬 리서치,562020
3614,BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
3615,TOPS,Top Ships Inc,화물 및 물류 서비스,524050
3616,AGRI,AgriFORCE Growing Systems Ltd,제약,562010
3617,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3618,RKDA,Arcadia Biosciences Inc,화학,511010
3619,CLRO,Clearone Inc,커뮤니케이션 및 네트워킹,571020
3620,NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
3621,ALAC,Alberton Acquisition Corp,기타 금융업,556010
3622,MCAEU,Mountain Crest Acquisition Corp III,기타 금융업,556010
3623,LIFE,aTyr Pharma Inc,생명과학 및 메디컬 리서치,562020
3624,JMPNL,JMP Group LLC PRF,투자은행 및 서비스,551020
3625,AZRX,AzurRx BioPharma Inc,제약,562010
3626,LMRKN,Landmark Infrastructure Partners LP Convertible Preference Shares Series C,부동산 운영 관리,601010
3627,GURE,Gulf Resources Inc,화학,511010
3628,GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
3629,MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
3630,SPKAU,SPK Acquisition Corp,기타 금융업,556010
3631,LAAAU,Lakeshore Acquisition I Corp,기타 금융업,556010
3632,BCACU,Brookline Capital Acquisition Corp.,기타 금융업,556010
3633,WINT,Windtree Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3634,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3635,MDIA,Mediaco Holding Inc Class A,미디어 및 출판,533020
3636,TBKCP,Triumph Bancorp Inc ADR,은행,551010
3637,MSVB,Mid-Southern Bancorp Inc,은행,551010
3638,CUEN,Cuentas Inc,소프트웨어 및 IT서비스,572010
3639,NVOS,Novo Integrated Sciences Inc,헬스케어 업체 및 서비스,561020
3640,VENAU,Venus Acquisition Corp,기타 금융업,556010
3641,KTRA,Kintara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
